,SID,Source Name,Registry Identifier,CID
17445,448284043,Comparative Toxicogenomics Database (CTD),C524581,9930048
17446,448284044,Comparative Toxicogenomics Database (CTD),C000716407,
17447,448284045,Comparative Toxicogenomics Database (CTD),C000706168,
17448,448284046,Comparative Toxicogenomics Database (CTD),C560087,15736732
17449,448284047,Comparative Toxicogenomics Database (CTD),C000608118,60199242
17450,448284048,Comparative Toxicogenomics Database (CTD),C495575,11542188
17451,448284049,Comparative Toxicogenomics Database (CTD),C000629597,
17452,448284050,Comparative Toxicogenomics Database (CTD),C573861,93147
17453,448284051,Comparative Toxicogenomics Database (CTD),C032837,
17454,448284052,Comparative Toxicogenomics Database (CTD),C509874,5464170
17455,448284053,Comparative Toxicogenomics Database (CTD),C000628792,71602803
17456,448284054,Comparative Toxicogenomics Database (CTD),C000604573,86287635
17457,448284055,Comparative Toxicogenomics Database (CTD),C514211,11420211
17458,448284056,Comparative Toxicogenomics Database (CTD),C585428,22646
17459,448284057,Comparative Toxicogenomics Database (CTD),C022594,119198
17460,448284058,Comparative Toxicogenomics Database (CTD),D000082082,101136468
17461,448284059,Comparative Toxicogenomics Database (CTD),C000603978,24795069
17462,448284060,Comparative Toxicogenomics Database (CTD),C000710690,6858
17463,448284061,Comparative Toxicogenomics Database (CTD),C401930,10360033
17464,448284062,Comparative Toxicogenomics Database (CTD),C049505,196982
17465,448284063,Comparative Toxicogenomics Database (CTD),C000614007,153557
17466,448284064,Comparative Toxicogenomics Database (CTD),C059665,10302
17467,448284065,Comparative Toxicogenomics Database (CTD),C549914,44631903
17468,448284066,Comparative Toxicogenomics Database (CTD),C000633464,
17469,448284067,Comparative Toxicogenomics Database (CTD),C543633,518710
17470,448284068,Comparative Toxicogenomics Database (CTD),C000706174,
17471,448284069,Comparative Toxicogenomics Database (CTD),C000611335,
17472,448284070,Comparative Toxicogenomics Database (CTD),C000627295,
17473,448284071,Comparative Toxicogenomics Database (CTD),C000719156,
17474,448284072,Comparative Toxicogenomics Database (CTD),C572632,13227270
17475,448284073,Comparative Toxicogenomics Database (CTD),C092913,5282965
17476,448284074,Comparative Toxicogenomics Database (CTD),C577756,2834965
17477,448284075,Comparative Toxicogenomics Database (CTD),C558144,87490983
17478,448284076,Comparative Toxicogenomics Database (CTD),C012214,71018
17479,448284077,Comparative Toxicogenomics Database (CTD),C057618,162464
17480,448284078,Comparative Toxicogenomics Database (CTD),C000609690,73442840
17481,448284079,Comparative Toxicogenomics Database (CTD),C000618732,
17482,448284080,Comparative Toxicogenomics Database (CTD),C054996,161825
17483,448284081,Comparative Toxicogenomics Database (CTD),C000628268,80570506
17484,448284082,Comparative Toxicogenomics Database (CTD),C000609635,16016585
17485,448284083,Comparative Toxicogenomics Database (CTD),D013992,26533
17486,459165442,Comparative Toxicogenomics Database (CTD),C000598422,
17487,459165443,Comparative Toxicogenomics Database (CTD),C432169,9908378
17488,459165444,Comparative Toxicogenomics Database (CTD),C557784,10346914
17489,459165445,Comparative Toxicogenomics Database (CTD),C587539,46209133
17490,459165446,Comparative Toxicogenomics Database (CTD),C000601538,22286931
17491,459165447,Comparative Toxicogenomics Database (CTD),C095446,3744
17492,459165448,Comparative Toxicogenomics Database (CTD),C036200,25075991
17493,459165449,Comparative Toxicogenomics Database (CTD),C509610,11422787
17494,459165450,Comparative Toxicogenomics Database (CTD),C000625285,5481591
17495,459165451,Comparative Toxicogenomics Database (CTD),C000719285,21158511
17496,459165452,Comparative Toxicogenomics Database (CTD),C050349,6433346
17497,459165453,Comparative Toxicogenomics Database (CTD),C105731,73401
17498,459165454,Comparative Toxicogenomics Database (CTD),D010725,9548602
17499,459165455,Comparative Toxicogenomics Database (CTD),C000657144,
17500,459165456,Comparative Toxicogenomics Database (CTD),D007004,
17501,459165457,Comparative Toxicogenomics Database (CTD),C585552,11556911
17502,459165458,Comparative Toxicogenomics Database (CTD),C000605226,71746042
17503,459165459,Comparative Toxicogenomics Database (CTD),C025681,5311003
17504,459165460,Comparative Toxicogenomics Database (CTD),C096274,5318865
17505,459165461,Comparative Toxicogenomics Database (CTD),C113567,9776843
17506,459165462,Comparative Toxicogenomics Database (CTD),C000708907,11634725
17507,459165463,Comparative Toxicogenomics Database (CTD),C118301,643960
17508,459165464,Comparative Toxicogenomics Database (CTD),C009348,11033
17509,459165465,Comparative Toxicogenomics Database (CTD),C025293,2081
17510,459165466,Comparative Toxicogenomics Database (CTD),C542083,18134
17511,459165467,Comparative Toxicogenomics Database (CTD),C000599307,984333
17512,459165468,Comparative Toxicogenomics Database (CTD),C455554,9892144
17513,459165469,Comparative Toxicogenomics Database (CTD),C106336,643961
17514,459165470,Comparative Toxicogenomics Database (CTD),C000632506,
17515,459165471,Comparative Toxicogenomics Database (CTD),C000712072,71552624
17516,459165472,Comparative Toxicogenomics Database (CTD),C408387,9913933
17517,459165473,Comparative Toxicogenomics Database (CTD),C000713089,145975294
17518,459165474,Comparative Toxicogenomics Database (CTD),C016534,25122
17519,459165475,Comparative Toxicogenomics Database (CTD),C000717911,
17520,459165476,Comparative Toxicogenomics Database (CTD),C000654501,71245288
17521,459165477,Comparative Toxicogenomics Database (CTD),C101516,6610239
17522,459165478,Comparative Toxicogenomics Database (CTD),C000712595,118796466
17523,459165479,Comparative Toxicogenomics Database (CTD),C562325,54726191
17524,459165480,Comparative Toxicogenomics Database (CTD),C000604217,
17525,459165481,Comparative Toxicogenomics Database (CTD),C509700,5277135
17526,459165482,Comparative Toxicogenomics Database (CTD),C000620396,90311989
17527,459636533,Comparative Toxicogenomics Database (CTD),C569798,644354
17528,459636534,Comparative Toxicogenomics Database (CTD),D000090983,6951557
17529,459636535,Comparative Toxicogenomics Database (CTD),D000090982,
17530,459636536,Comparative Toxicogenomics Database (CTD),C046825,89406
17531,459636537,Comparative Toxicogenomics Database (CTD),D000087522,
17532,459636538,Comparative Toxicogenomics Database (CTD),C000601179,25015677
17533,459636539,Comparative Toxicogenomics Database (CTD),C000720114,67636
17534,459636540,Comparative Toxicogenomics Database (CTD),C541079,
17535,459636541,Comparative Toxicogenomics Database (CTD),C025645,114812
17536,459636542,Comparative Toxicogenomics Database (CTD),C000611729,114481
17537,459636543,Comparative Toxicogenomics Database (CTD),C070974,66205
17538,459636544,Comparative Toxicogenomics Database (CTD),C103341,91590
17539,459636545,Comparative Toxicogenomics Database (CTD),C005403,7460
17540,459636546,Comparative Toxicogenomics Database (CTD),C000713447,53308655
17541,459636547,Comparative Toxicogenomics Database (CTD),C000618763,3136849
17542,459636548,Comparative Toxicogenomics Database (CTD),C073258,108073
17543,459636549,Comparative Toxicogenomics Database (CTD),C001423,119083
17544,459636550,Comparative Toxicogenomics Database (CTD),C000713927,
17545,461500533,Comparative Toxicogenomics Database (CTD),C063230,5390854
17546,461500534,Comparative Toxicogenomics Database (CTD),C411062,
17547,461500535,Comparative Toxicogenomics Database (CTD),C473640,11721847
17548,461500536,Comparative Toxicogenomics Database (CTD),C014049,161271
17549,461500537,Comparative Toxicogenomics Database (CTD),C541335,
17550,461500538,Comparative Toxicogenomics Database (CTD),C104331,57367819
17551,461500539,Comparative Toxicogenomics Database (CTD),C046996,46173859
17552,461500540,Comparative Toxicogenomics Database (CTD),C561691,16061132
17553,461500541,Comparative Toxicogenomics Database (CTD),C017302,3082305
17554,461500542,Comparative Toxicogenomics Database (CTD),C000605748,94525
17555,461500543,Comparative Toxicogenomics Database (CTD),C013399,3417419
17556,461500544,Comparative Toxicogenomics Database (CTD),C101185,3972752
17557,461500545,Comparative Toxicogenomics Database (CTD),C000630886,118884610
17558,461500546,Comparative Toxicogenomics Database (CTD),C529296,9862166
17559,461500547,Comparative Toxicogenomics Database (CTD),C571027,21123652
17560,461500548,Comparative Toxicogenomics Database (CTD),C063198,91694
17561,461500549,Comparative Toxicogenomics Database (CTD),C443080,2890
17562,461500550,Comparative Toxicogenomics Database (CTD),C000603861,56650312
17563,461500551,Comparative Toxicogenomics Database (CTD),C000720847,
17564,461500552,Comparative Toxicogenomics Database (CTD),C000601074,9817274
17565,461500553,Comparative Toxicogenomics Database (CTD),C049772,162350
17566,461500554,Comparative Toxicogenomics Database (CTD),C016835,7259
17567,461500555,Comparative Toxicogenomics Database (CTD),C014376,17046
17568,461500556,Comparative Toxicogenomics Database (CTD),C120877,3964633
17569,461500557,Comparative Toxicogenomics Database (CTD),C012260,2896
17570,461500558,Comparative Toxicogenomics Database (CTD),C473296,23663544
17571,461500559,Comparative Toxicogenomics Database (CTD),C114706,83489
17572,461500560,Comparative Toxicogenomics Database (CTD),C015554,32518
17573,461500561,Comparative Toxicogenomics Database (CTD),C004782,8441
17574,461500562,Comparative Toxicogenomics Database (CTD),C048853,17190
17575,461500563,Comparative Toxicogenomics Database (CTD),C000720111,67822
17576,461500564,Comparative Toxicogenomics Database (CTD),C059528,6439735
17577,461822930,Comparative Toxicogenomics Database (CTD),D020319,
17578,461822931,Comparative Toxicogenomics Database (CTD),C120248,93135
17579,461822932,Comparative Toxicogenomics Database (CTD),C551624,24965990
17580,461822933,Comparative Toxicogenomics Database (CTD),C531569,28114
17581,461822934,Comparative Toxicogenomics Database (CTD),C000706936,129851388
17582,461822935,Comparative Toxicogenomics Database (CTD),C000712274,130476723
17583,461822936,Comparative Toxicogenomics Database (CTD),C000630125,9549298
17584,461822937,Comparative Toxicogenomics Database (CTD),D012265,
17585,461822938,Comparative Toxicogenomics Database (CTD),D020320,
17586,461822939,Comparative Toxicogenomics Database (CTD),C583263,3027547
17587,461822940,Comparative Toxicogenomics Database (CTD),C475840,3086576
17588,461822941,Comparative Toxicogenomics Database (CTD),C014792,25654
17589,461822942,Comparative Toxicogenomics Database (CTD),C004628,54675768
17590,461822943,Comparative Toxicogenomics Database (CTD),C000624962,217246
17591,461822944,Comparative Toxicogenomics Database (CTD),C000608765,71751093
17592,461822945,Comparative Toxicogenomics Database (CTD),C045338,3081385
17593,461822946,Comparative Toxicogenomics Database (CTD),C000589147,166491
17594,461822947,Comparative Toxicogenomics Database (CTD),D000083462,5283499
17595,461822948,Comparative Toxicogenomics Database (CTD),C550468,10184665
17596,461822949,Comparative Toxicogenomics Database (CTD),C000627244,1882365
17597,461822950,Comparative Toxicogenomics Database (CTD),C487644,177014
17598,461822951,Comparative Toxicogenomics Database (CTD),C583264,178787
17599,461822952,Comparative Toxicogenomics Database (CTD),C107573,3084849
17600,461822953,Comparative Toxicogenomics Database (CTD),C526646,17818
17601,461822954,Comparative Toxicogenomics Database (CTD),C510790,6918554
17602,461822955,Comparative Toxicogenomics Database (CTD),C008268,5477807
17603,461822956,Comparative Toxicogenomics Database (CTD),C047411,2755
17604,461822957,Comparative Toxicogenomics Database (CTD),C085163,62306
17605,463798058,Comparative Toxicogenomics Database (CTD),D000803,3081372
17606,463798059,Comparative Toxicogenomics Database (CTD),C000603336,153963
17607,463798060,Comparative Toxicogenomics Database (CTD),C000654324,71230671
17608,463798061,Comparative Toxicogenomics Database (CTD),C502657,5273621
17609,463798062,Comparative Toxicogenomics Database (CTD),C000621655,122633900
17610,463798063,Comparative Toxicogenomics Database (CTD),C000598518,6018993
17611,463798064,Comparative Toxicogenomics Database (CTD),C000589162,196979
17612,463798065,Comparative Toxicogenomics Database (CTD),C108283,
17613,463798066,Comparative Toxicogenomics Database (CTD),C000597852,5318875
17614,463798067,Comparative Toxicogenomics Database (CTD),C495199,25078060
17615,463798068,Comparative Toxicogenomics Database (CTD),C572255,53340666
17616,463798069,Comparative Toxicogenomics Database (CTD),C007781,442744
17617,463798070,Comparative Toxicogenomics Database (CTD),C000717211,9811834
17618,463798071,Comparative Toxicogenomics Database (CTD),C000721091,
17619,463798072,Comparative Toxicogenomics Database (CTD),C000624602,5311272
17620,463798073,Comparative Toxicogenomics Database (CTD),C000721090,155542324
17621,463798074,Comparative Toxicogenomics Database (CTD),C000721092,
17622,463798075,Comparative Toxicogenomics Database (CTD),C574646,53378151
17623,463798076,Comparative Toxicogenomics Database (CTD),C000607343,71542350
17624,463798077,Comparative Toxicogenomics Database (CTD),C000713167,5318517
17625,463798078,Comparative Toxicogenomics Database (CTD),C113859,10220256
17626,463798079,Comparative Toxicogenomics Database (CTD),C018506,65047
17627,463798080,Comparative Toxicogenomics Database (CTD),C000609743,10430040
17628,463798081,Comparative Toxicogenomics Database (CTD),C435606,9853822
17629,463798082,Comparative Toxicogenomics Database (CTD),D065260,
17630,464079035,Comparative Toxicogenomics Database (CTD),C000608121,46700756
17631,464079036,Comparative Toxicogenomics Database (CTD),C449741,20525
